store_id,store_name,store_name_english,score,review_cnt,tabelog_lunch_budget,tabelog_dinner_budget,customer_lunch_budget,customer_dinner_budget,genre,url,url_english,address,latitude,longitude,prefecture,address_english,prefecture_english,website
00000069,手打うどん 長谷沼,Teuchiudonhasenuma,3.72,628,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1103/A110303/11033610/,https://tabelog.com/en/saitama/A1103/A110303/11033610/,埼玉県川越市中原町2-1-13,35.9157339,139.481533,埼玉県,2-chome-1-13 Nakaharacho Kawagoe Saitama,Saitama,
00000070,よしふじ,Yoshifuji,3.66,284,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1328/A132804/13080472/,https://tabelog.com/en/tokyo/A1328/A132804/13080472/,東京都小平市大沼町7-6-6,35.7371727,139.4988728,東京都,7-chome-6-6 Ōnumacho Kodaira Tokyo-to,Tokyo,
00000071,うどん 錦,udonnishiki,3.71,1311,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/aichi/A2301/A230103/23000374/,https://tabelog.com/en/aichi/A2301/A230103/23000374/,愛知県名古屋市中区錦3-18-9 錦花園ビル 1F,35.1704852,136.9053767,愛知県,3-chome-18-9 Nishiki Naka-ku Nagoya Aichi,Aichi,
00000072,おにやんま 新橋店,Oniyamma,3.70,2172,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1301/A130103/13162575/,https://tabelog.com/en/tokyo/A1301/A130103/13162575/,東京都港区新橋3-16-23,35.6658044,139.7566828,東京都,3-chome-16-23 Shinbashi Minato City Tokyo-to,Tokyo,
00000073,藤店うどん 川越店,Fujidanaudon,3.70,454,"[0, 999]","[0, 999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/saitama/A1103/A110303/11004070/,https://tabelog.com/en/saitama/A1103/A110303/11004070/,埼玉県川越市新宿町4-1-5,35.8979961,139.4807235,埼玉県,4-chome-1-5 Arajukumachi Kawagoe Saitama,Saitama,https://www.rakuten.co.jp/fujidanaudon/
00000074,由す美,Yoshisumi,3.66,238,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1104/A110403/11003505/,https://tabelog.com/en/saitama/A1104/A110403/11003505/,埼玉県行田市棚田町2-3-6,36.1247579,139.4365328,埼玉県,Tanadacho Gyoda Saitama,Saitama,
00000075,武蔵野うどん 澤村,Musashinoudon sawamura,3.66,408,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1102/A110202/11049204/,https://tabelog.com/en/saitama/A1102/A110202/11049204/,埼玉県戸田市大字美女木1323-6,35.8131865,139.6235333,埼玉県,1323-6 Bijogi Toda Saitama,Saitama,
00000076,ウドンスタンド五頭,udonsutandogozu,3.65,282,"[0, 999]","[2000, 2999]","[0, 999]","[2000, 2999]",udon,https://tabelog.com/tokyo/A1320/A132002/13117283/,https://tabelog.com/en/tokyo/A1320/A132002/13117283/,東京都武蔵野市西久保1-6-20 FF三鷹,35.7072585,139.5605332,東京都,1-chome-6-20 Nishikubo Musashino Tokyo-to,Tokyo,http://s.ameblo.jp/rilaxkouchi/
00000077,麺許皆伝,Menkyokaiden,3.62,449,"[0, 999]","[2000, 2999]","[0, 999]","[0, 999]",udon,https://tabelog.com/yamanashi/A1903/A190301/19000136/,https://tabelog.com/en/yamanashi/A1903/A190301/19000136/,山梨県富士吉田市上吉田東1-4-58,35.4740921,138.8020256,山梨県,山梨県富士吉田市上吉田東１丁目４,Yamanashi,https://fujiyoshida.net/gourmet/121
00000078,めん専門店 味良,mensemmontenajiyoshi,3.65,348,"[0, 999]","[2000, 2999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/aichi/A2301/A230110/23013430/,https://tabelog.com/en/aichi/A2301/A230110/23013430/,愛知県名古屋市北区川中町4-3,35.2124449,136.9111377,愛知県,4-3 Kawanakacho Kita-ku Nagoya Aichi,Aichi,
00000079,手打ちうどん まつ奈,teuchiudommatsuna,3.63,196,"[0, 999]","[2000, 2999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/saitama/A1101/A110102/11028299/,https://tabelog.com/en/saitama/A1101/A110102/11028299/,埼玉県さいたま市浦和区岸町3-3-16,35.8536655,139.6597373,埼玉県,3-chome-3-16 Kishicho Urawa-ku Saitama,Saitama,http://blog.goo.ne.jp/4989725
00000080,酒と味噌煮込み 味噌煮込罠,saketomisonikomimisonikomin,3.65,702,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1310/A131004/13036030/,https://tabelog.com/en/tokyo/A1310/A131004/13036030/,東京都文京区本郷3-31-15 菅谷ビル,35.7063333,139.7615142,東京都,3-chome-31-15 Hongo Bunkyo City Tokyo-to,Tokyo,https://misonikomin.net/
00000081,手打ちうどん こげら,Teuchiudonkogera,3.69,248,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1328/A132805/13163619/,https://tabelog.com/en/tokyo/A1328/A132805/13163619/,東京都東村山市富士見町2-6-72,35.7421697,139.4509795,東京都,2 Chome-6 Fujimicho Higashimurayama Tokyo,Tokyo,
00000082,手打うどん 福助,teuchiudonfukusuke,3.66,212,"[0, 999]","[0, 999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/tokyo/A1328/A132804/13149268/,https://tabelog.com/en/tokyo/A1328/A132804/13149268/,東京都小平市小川町2-1307-20,35.7274142,139.474943,東京都,2-chome-1307-20 Ogawacho Kodaira Tokyo-to,Tokyo,
00000083,稲庭うどんとめし 金子半之助 コレド室町店,Inaniwaudontomeshikanekohannosuke,3.63,1185,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1302/A130202/13193074/,https://tabelog.com/en/tokyo/A1302/A130202/13193074/,東京都中央区日本橋室町2-3-1 コレド室町2 B1F,35.6868974,139.7748465,東京都,2-chome-3-1 Nihonbashimuromachi Chuo City Tokyo-to,Tokyo,http://kaneko-hannosuke.com/
00000084,こんぴら茶屋,Kompirachaya,3.63,1340,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1316/A131601/13013189/,https://tabelog.com/en/tokyo/A1316/A131601/13013189/,東京都品川区上大崎3-3-1 坂上ビル　１Ｆ,35.6337928,139.7176361,東京都,3-chome-3-1 Kamiosaki Shinagawa City Tokyo-to,Tokyo,https://konpira-chaya.com/
00000085,手打うどん 松屋,teuchiudommatsuya,3.68,239,"[1000, 1999]","[1000, 1999]","[0, 999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1104/A110401/11004724/,https://tabelog.com/en/saitama/A1104/A110401/11004724/,埼玉県桶川市寿1-11-18,36.002002,139.5639263,埼玉県,1-chome-11-18 Kotobuki Okegawa Saitama,Saitama,
00000086,とこ井,Tokoi,3.63,503,"[0, 999]","[0, 999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1319/A131904/13153065/,https://tabelog.com/en/tokyo/A1319/A131904/13153065/,東京都杉並区高円寺南4-7-5 久万乃ビル 1F,35.70331050000001,139.6490901,東京都,4-chome-7-5 Koenjiminami Suginami City Tokyo-to,Tokyo,http://udon-tokoi.com/
00000087,本格手打うどん あらた,Honkakuteuchiudonarata,3.67,285,"[0, 999]","[0, 999]","[0, 999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1329/A132904/13025001/,https://tabelog.com/en/tokyo/A1329/A132904/13025001/,東京都八王子市八日町10-1,35.6602106,139.3334945,東京都,10-1 Yokamachi Hachioji Tokyo-to,Tokyo,
00000088,野村屋本店,Nomurayahonten,3.64,288,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/tochigi/A0902/A090202/9001007/,https://tabelog.com/en/tochigi/A0902/A090202/9001007/,栃木県佐野市相生町2819,36.3131607,139.5819371,栃木県,2819 Aioicho Sano Tochigi,Tochigi,
00000089,手打麺舗丸一,Teuchimempomaruichi,3.58,160,"[0, 999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/aichi/A2301/A230105/23013180/,https://tabelog.com/en/aichi/A2301/A230105/23013180/,愛知県名古屋市中区上前津1-12-26,35.1552587,136.9035071,愛知県,1 Chome-12-26 Kamimaezu Naka Ward Nagoya Aichi,Aichi,
00000090,ががちゃ屋,Gagachaya,3.65,167,"[0, 999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1103/A110304/11017604/,https://tabelog.com/en/saitama/A1103/A110304/11017604/,埼玉県鶴ヶ島市下新田12-8,35.942797,139.370125,埼玉県,12-8 Shimoshinden Tsurugashima-shi Saitama,Saitama,http://gagachaya.atukan.com/
00000091,うちたて家,Uchitateya,3.69,1936,"[0, 999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1305/A130501/13003889/,https://tabelog.com/en/tokyo/A1305/A130501/13003889/,東京都豊島区南池袋3-13-17,35.7227069,139.7154117,東京都,3-chome-13-17 Minamiikebukuro Toshima City Tokyo-to,Tokyo,http://www.uchitateya.co.jp/
00000092,cuud,Cuud,3.64,1302,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1315/A131504/13193378/,https://tabelog.com/en/tokyo/A1315/A131504/13193378/,東京都大田区羽田空港3-3-2 羽田空港第1旅客ターミナル 2F,35.5488204,139.7839707,東京都,3-chome-3-2 Hanedakuko Ota City Tokyo-to,Tokyo,https://www.airport-restaurant.com/restaurant-shop/cuud/
00000093,村山 満月うどん,murayamamangetsuudon,3.84,376,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1329/A132901/13026307/,https://tabelog.com/en/tokyo/A1329/A132901/13026307/,東京都武蔵村山市三ツ木1-12-10,35.7577304,139.3793075,東京都,1-chome-12-10 Mitsugi Musashimurayama Tokyo-to,Tokyo,https://www.mangetsuudon.com/
00000094,切麦や 甚六,Kirimugiyajinroku,3.64,1175,"[0, 999]","[2000, 2999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1304/A130402/13182646/,https://tabelog.com/en/tokyo/A1304/A130402/13182646/,東京都新宿区新宿1-17-1 LAND・DEN 1F,35.6892014,139.7118607,東京都,1-chome-17-1 Shinjuku Shinjuku City Tokyo-to,Tokyo,
00000095,カレーうどん 鯱乃家,kare-udonshachinoya,3.57,454,"[0, 999]","[1000, 1999]","[1000, 1999]","[0, 999]",udon,https://tabelog.com/aichi/A2301/A230110/23000050/,https://tabelog.com/en/aichi/A2301/A230110/23000050/,愛知県名古屋市北区田幡2-14-1,35.1963432,136.9103594,愛知県,2-chome-14-1 Tabata Kita-ku Nagoya Aichi,Aichi,
00000096,うどん山長,Udonyamachou,3.68,1500,"[1000, 1999]","[3000, 3999]","[1000, 1999]","[2000, 2999]",udon,https://tabelog.com/tokyo/A1303/A130302/13045327/,https://tabelog.com/en/tokyo/A1303/A130302/13045327/,東京都渋谷区恵比寿1-1-5 エビスオークビル1 1F,35.6482191,139.7110627,東京都,1-chome-1-5 Ebisu Shibuya City Tokyo-to,Tokyo,
00000097,豚や,Butaya,3.64,386,"[1000, 1999]","[3000, 3999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/tokyo/A1319/A131907/13018776/,https://tabelog.com/en/tokyo/A1319/A131907/13018776/,東京都杉並区上荻4-19-23,35.7109533,139.6075976,東京都,4-chome-4-19-23 Kamiogi Suginami City Tokyo-to,Tokyo,http://butaya.p-kit.com/page0005.html
00000098,きしや,Kishiya,3.65,447,"[1000, 1999]","[1000, 1999]","[1000, 1999]","[1000, 1999]",udon,https://tabelog.com/aichi/A2301/A230106/23001708/,https://tabelog.com/en/aichi/A2301/A230106/23001708/,愛知県名古屋市千種区仲田2-17-7 池下タワーズ1F,35.1685272,136.9425313,愛知県,2-chome-17-7 Nakata Chikusa-ku Nagoya Aichi,Aichi,
00000099,おにやんま 東品川店,Oniyamma,3.70,750,"[0, 999]","[0, 999]","[0, 999]","[0, 999]",udon,https://tabelog.com/tokyo/A1315/A131501/13142095/,https://tabelog.com/en/tokyo/A1315/A131501/13142095/,東京都品川区東品川4-1-20,35.6106884,139.7453721,東京都,4-chome-1-20 Higashishinagawa Shinagawa City Tokyo-to,Tokyo,
00000100,駕籠休み,Kagoyasumi,3.71,622,"[0, 999]","[0, 999]","[0, 999]","[1000, 1999]",udon,https://tabelog.com/saitama/A1101/A110101/11005442/,https://tabelog.com/en/saitama/A1101/A110101/11005442/,埼玉県さいたま市大宮区吉敷町2-108-12,35.9008747,139.631186,埼玉県,2-chome-108-12 Kishikicho Ōmiya-ku Saitama,Saitama,
